State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Himachal Pradesh,Sirmore,Nahan,Tomato,Other,FAQ,23/07/2025,2370.0,2827.0,2905.0
Himachal Pradesh,Sirmore,Paonta Sahib,Bitter gourd,Other,FAQ,23/07/2025,2468.0,3201.0,2549.0
Himachal Pradesh,Sirmore,Paonta Sahib,Carrot,Other,FAQ,23/07/2025,3036.0,3547.0,2948.0
Himachal Pradesh,Sirmore,Paonta Sahib,Papaya,Other,Large,23/07/2025,3633.0,3826.0,3839.0
Himachal Pradesh,Solan,Solan,Bitter gourd,Other,FAQ,23/07/2025,3021.0,4098.0,3637.0
Himachal Pradesh,Solan,Solan,French Beans (Frasbean),Other,FAQ,23/07/2025,1826.0,4482.0,3819.0
Himachal Pradesh,Solan,Solan,Ginger(Green),Other,FAQ,23/07/2025,6377.0,6870.0,6365.0
Himachal Pradesh,Solan,Solan,Mango,Other,Medium,23/07/2025,3088.0,5469.0,4722.0
Himachal Pradesh,Solan,Solan,Mousambi(Sweet Lime),Other,Medium,23/07/2025,5617.0,6029.0,5212.0
Himachal Pradesh,Solan,Solan,Onion,Other,FAQ,23/07/2025,1627.0,1927.0,2145.0
Himachal Pradesh,Solan,Solan,Papaya,Other,Medium,23/07/2025,2346.0,2925.0,2540.0
Himachal Pradesh,Solan,Solan,Pomegranate,Other,Medium,23/07/2025,8068.0,12853.0,11077.0
Himachal Pradesh,Solan,Solan,Pumpkin,Other,FAQ,23/07/2025,1621.0,1822.0,1936.0
Himachal Pradesh,Solan,Solan,Sponge gourd,Other,FAQ,23/07/2025,3008.0,4166.0,3308.0
Himachal Pradesh,Solan,Solan,Tomato,Other,FAQ,23/07/2025,642.0,1851.0,1670.0
Himachal Pradesh,Solan,Solan(Nalagarh),Banana,Other,Medium,23/07/2025,2966.0,3568.0,3420.0
Himachal Pradesh,Solan,Solan(Nalagarh),Bhindi(Ladies Finger),Other,FAQ,23/07/2025,3300.0,3349.0,3464.0
Himachal Pradesh,Solan,Solan(Nalagarh),Brinjal,Other,FAQ,23/07/2025,2701.0,3109.0,2814.0
Himachal Pradesh,Solan,Solan(Nalagarh),Pumpkin,Other,FAQ,23/07/2025,1290.0,1495.0,1406.0
Himachal Pradesh,Una,Una,Brinjal,Brinjal,FAQ,23/07/2025,1866.0,3157.0,2546.0
Himachal Pradesh,Una,Una,Green Chilli,Green Chilly,FAQ,23/07/2025,4201.0,6319.0,6039.0
Himachal Pradesh,Una,Una,Mango,Other,Medium,23/07/2025,5170.0,7978.0,6649.0
Himachal Pradesh,Una,Una,Peas Wet,Peas Wet,FAQ,23/07/2025,7394.0,11272.0,9088.0
Himachal Pradesh,Una,Una,Pomegranate,Other,Medium,23/07/2025,11311.0,13046.0,11320.0
Himachal Pradesh,Una,Una,Pumpkin,Pumpkin,FAQ,23/07/2025,1413.0,2711.0,2059.0
Uttar Pradesh,Agra,Achnera,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,23/07/2025,2333.0,2417.0,2288.0
Uttar Pradesh,Agra,Achnera,Banana,Banana - Ripe,Medium,23/07/2025,2744.0,2381.0,2347.0
Uttar Pradesh,Agra,Achnera,Bhindi(Ladies Finger),Bhindi,FAQ,23/07/2025,1467.0,1541.0,1569.0
Uttar Pradesh,Agra,Achnera,Mustard,Sarson(Black),FAQ,23/07/2025,6334.0,7312.0,7534.0
Uttar Pradesh,Agra,Agra,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,23/07/2025,10591.0,10535.0,9484.0
Uttar Pradesh,Agra,Agra,Bottle gourd,Bottle Gourd,FAQ,23/07/2025,1098.0,1427.0,1246.0
Uttar Pradesh,Agra,Agra,Brinjal,Round/Long,FAQ,23/07/2025,1371.0,1675.0,1594.0
Uttar Pradesh,Agra,Agra,Mango,Chausa,Medium,23/07/2025,3970.0,4699.0,3894.0
Uttar Pradesh,Agra,Agra,Onion,Red,FAQ,23/07/2025,1208.0,1602.0,1401.0
Uttar Pradesh,Agra,Agra,Papaya,Papaya,Medium,23/07/2025,2565.0,2715.0,2989.0
Uttar Pradesh,Agra,Fatehabad,Bajra(Pearl Millet/Cumbu),Deshi,FAQ,23/07/2025,1781.0,2505.0,1830.0
Uttar Pradesh,Agra,Fatehabad,Green Chilli,Green Chilly,FAQ,23/07/2025,2991.0,3847.0,3493.0
Uttar Pradesh,Agra,Fatehabad,Pumpkin,Pumpkin,FAQ,23/07/2025,734.0,961.0,853.0
Uttar Pradesh,Agra,Fatehpur Sikri,Banana,Banana - Ripe,Medium,23/07/2025,2495.0,2887.0,2519.0
Uttar Pradesh,Agra,Fatehpur Sikri,Lemon,Lemon,FAQ,23/07/2025,3264.0,3315.0,3650.0
Uttar Pradesh,Agra,Fatehpur Sikri,Pomegranate,Pomogranate,Medium,23/07/2025,6676.0,6347.0,5726.0
Uttar Pradesh,Agra,Fatehpur Sikri,Potato,Local,FAQ,23/07/2025,1011.0,1155.0,1066.0
Uttar Pradesh,Aligarh,Aligarh,Apple,Delicious,Medium,23/07/2025,13804.0,12963.0,12019.0
Uttar Pradesh,Aligarh,Aligarh,Banana,Banana - Ripe,Medium,23/07/2025,2584.0,2728.0,2446.0
Uttar Pradesh,Aligarh,Aligarh,Bottle gourd,Bottle Gourd,FAQ,23/07/2025,755.0,835.0,816.0
Uttar Pradesh,Aligarh,Aligarh,Capsicum,Capsicum,FAQ,23/07/2025,4683.0,5063.0,5487.0
Uttar Pradesh,Aligarh,Aligarh,Cauliflower,Cauliflower,FAQ,23/07/2025,3995.0,3742.0,3942.0
Uttar Pradesh,Aligarh,Aligarh,Ginger(Green),Green Ginger,FAQ,23/07/2025,3366.0,3614.0,3481.0
Uttar Pradesh,Aligarh,Aligarh,Green Chilli,Green Chilly,FAQ,23/07/2025,4224.0,4313.0,4538.0
Uttar Pradesh,Aligarh,Aligarh,Onion,Red,FAQ,23/07/2025,1259.0,1465.0,1516.0
Uttar Pradesh,Aligarh,Aligarh,Rice,III,FAQ,23/07/2025,3512.0,3585.0,3291.0
Uttar Pradesh,Aligarh,Atrauli,Bottle gourd,Bottle Gourd,FAQ,23/07/2025,1198.0,1218.0,1157.0
Uttar Pradesh,Aligarh,Khair,Bitter gourd,Bitter Gourd,FAQ,23/07/2025,2355.0,3147.0,3008.0
Uttar Pradesh,Aligarh,Khair,Brinjal,Round/Long,FAQ,23/07/2025,1319.0,1938.0,1780.0
Uttar Pradesh,Aligarh,Khair,Ginger(Green),Green Ginger,FAQ,23/07/2025,2991.0,4056.0,3550.0
Uttar Pradesh,Aligarh,Khair,Tomato,Hybrid,Non-FAQ,23/07/2025,2594.0,3582.0,3034.0
Uttar Pradesh,Aligarh,Khair,Wheat,Dara,Non-FAQ,23/07/2025,2478.0,2767.0,2540.0
Uttar Pradesh,Ambedkarnagar,Akbarpur,Banana,Banana - Ripe,Medium,23/07/2025,2580.0,2882.0,2705.0
Uttar Pradesh,Ambedkarnagar,Akbarpur,Banana - Green,Banana - Green,FAQ,23/07/2025,1605.0,1898.0,1836.0
Uttar Pradesh,Ambedkarnagar,Akbarpur,Bhindi(Ladies Finger),Bhindi,FAQ,23/07/2025,1579.0,1745.0,1631.0
Uttar Pradesh,Ambedkarnagar,Akbarpur,Garlic,Desi,FAQ,23/07/2025,6548.0,6304.0,6559.0
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,Dara,FAQ,23/07/2025,2589.0,2310.0,2586.0
Uttar Pradesh,Ambedkarnagar,Akbarpur,White Peas,White Peas,FAQ,23/07/2025,4204.0,4070.0,4657.0
Uttar Pradesh,Amethi,Sultanpur,Tomato,Deshi,FAQ,23/07/2025,2887.0,3132.0,2952.0
Uttar Pradesh,Amroha,Hasanpur,Bhindi(Ladies Finger),Bhindi,FAQ,23/07/2025,1501.0,1398.0,1521.0
Uttar Pradesh,Amroha,Hasanpur,Cauliflower,Local,FAQ,23/07/2025,2021.0,3273.0,2721.0
Uttar Pradesh,Amroha,Hasanpur,Green Chilli,Green Chilly,FAQ,23/07/2025,1687.0,2035.0,1669.0
Uttar Pradesh,Amroha,Hasanpur,Potato,Potato,FAQ,23/07/2025,839.0,1100.0,850.0
Uttar Pradesh,Amroha,Hasanpur,Ridgeguard(Tori),Other,FAQ,23/07/2025,1389.0,1570.0,1493.0
Uttar Pradesh,Amroha,Hasanpur,Spinach,Other,FAQ,23/07/2025,1343.0,1444.0,1500.0
Uttar Pradesh,Auraiya,Auraiya,Garlic,Desi,FAQ,23/07/2025,5494.0,6371.0,6219.0
Uttar Pradesh,Auraiya,Auraiya,Tomato,Hybrid,FAQ,23/07/2025,2795.0,3323.0,3139.0
Uttar Pradesh,Ayodhya,Faizabad,Apple,Apple,Medium,23/07/2025,11619.0,11305.0,12772.0
Uttar Pradesh,Ayodhya,Faizabad,Brinjal,Round/Long,FAQ,23/07/2025,1797.0,1716.0,1638.0
Uttar Pradesh,Ayodhya,Faizabad,Mustard,Sarson(Black),FAQ,23/07/2025,5423.0,6304.0,5671.0
Uttar Pradesh,Ayodhya,Faizabad,Paddy(Dhan)(Common),Common,Non-FAQ,23/07/2025,2152.0,1906.0,1868.0
Uttar Pradesh,Ayodhya,Faizabad,Rice,Coarse,FAQ,23/07/2025,3229.0,3190.0,3212.0
Uttar Pradesh,Ayodhya,Faizabad,Wheat,Dara,FAQ,23/07/2025,2334.0,2361.0,2405.0
Uttar Pradesh,Azamgarh,Azamgarh,Bottle gourd,Bottle Gourd,FAQ,23/07/2025,1422.0,1658.0,1558.0
Uttar Pradesh,Azamgarh,Azamgarh,Garlic,Garlic,FAQ,23/07/2025,6806.0,6649.0,6027.0
Uttar Pradesh,Azamgarh,Azamgarh,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,23/07/2025,2507.0,2793.0,2855.0
Uttar Pradesh,Badaun,Babrala,Wheat,Dara,Non-FAQ,23/07/2025,2515.0,2556.0,2425.0
Uttar Pradesh,Badaun,Babrala,Wood,Eucalyptus,FAQ,23/07/2025,636.0,575.0,542.0
Uttar Pradesh,Badaun,Badayoun,Banana - Green,Banana - Green,FAQ,23/07/2025,1719.0,1809.0,1928.0
Uttar Pradesh,Badaun,Badayoun,Cabbage,Cabbage,FAQ,23/07/2025,1346.0,1394.0,1402.0
Uttar Pradesh,Badaun,Badayoun,Green Gram (Moong)(Whole),Green (Whole),FAQ,23/07/2025,9272.0,7836.0,9478.0
Uttar Pradesh,Badaun,Badayoun,Mustard,Sarson(Black),FAQ,23/07/2025,7206.0,7506.0,7429.0
Uttar Pradesh,Badaun,Badayoun,Pumpkin,Pumpkin,FAQ,23/07/2025,1460.0,1394.0,1383.0
Uttar Pradesh,Badaun,Visoli,Maize,Other,FAQ,23/07/2025,1881.0,2097.0,2039.0
Uttar Pradesh,Badaun,Wazirganj,Apple,Delicious,Medium,23/07/2025,13149.0,12087.0,12570.0
Uttar Pradesh,Badaun,Wazirganj,Bhindi(Ladies Finger),Bhindi,FAQ,23/07/2025,1886.0,1895.0,1938.0
Uttar Pradesh,Badaun,Wazirganj,Brinjal,Round/Long,FAQ,23/07/2025,1572.0,1779.0,1568.0
Uttar Pradesh,Badaun,Wazirganj,Jack Fruit,Jack Fruit,Medium,23/07/2025,1548.0,1629.0,1798.0
Uttar Pradesh,Badaun,Wazirganj,Pumpkin,Pumpkin,FAQ,23/07/2025,1226.0,1505.0,1387.0
Uttar Pradesh,Badaun,Wazirganj,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,23/07/2025,1547.0,1848.0,1622.0
Uttar Pradesh,Baghpat,Bagpat,Potato,Desi,FAQ,23/07/2025,1197.0,1269.0,1114.0
Uttar Pradesh,Baghpat,Baraut,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,23/07/2025,9390.0,10250.0,11164.0
Uttar Pradesh,Baghpat,Baraut,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,23/07/2025,7040.0,7684.0,7333.0
Uttar Pradesh,Baghpat,Baraut,Bitter gourd,Bitter Gourd,FAQ,23/07/2025,2316.0,2494.0,2113.0
Uttar Pradesh,Baghpat,Baraut,Cabbage,Cabbage,FAQ,23/07/2025,1507.0,1591.0,1543.0
Uttar Pradesh,Baghpat,Baraut,Potato,Desi,Non-FAQ,23/07/2025,815.0,1092.0,1021.0
Uttar Pradesh,Baghpat,Baraut,Pumpkin,Pumpkin,FAQ,23/07/2025,1206.0,1594.0,1349.0
Uttar Pradesh,Baghpat,Baraut,Sugar,Medium,FAQ,23/07/2025,4290.0,4014.0,4472.0
Uttar Pradesh,Baghpat,Khekda,Onion,Red,FAQ,23/07/2025,1123.0,1708.0,1395.0
Uttar Pradesh,Ballia,Ballia,Barley (Jau),Dara,FAQ,23/07/2025,2556.0,2161.0,2333.0
Uttar Pradesh,Ballia,Ballia,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,23/07/2025,7116.0,6385.0,6369.0
Uttar Pradesh,Ballia,Ballia,Bhindi(Ladies Finger),Bhindi,FAQ,23/07/2025,1981.0,1964.0,1811.0
Uttar Pradesh,Ballia,Ballia,Bottle gourd,Bottle Gourd,FAQ,23/07/2025,1704.0,1784.0,1660.0
Uttar Pradesh,Ballia,Ballia,Brinjal,Brinjal,FAQ,23/07/2025,2013.0,2141.0,2001.0
Uttar Pradesh,Ballia,Ballia,Mousambi(Sweet Lime),Mousambi,Medium,23/07/2025,3427.0,3580.0,3890.0
Uttar Pradesh,Ballia,Ballia,Onion,Red,FAQ,23/07/2025,1344.0,1446.0,1338.0
Uttar Pradesh,Ballia,Ballia,Pumpkin,Pumpkin,FAQ,23/07/2025,1547.0,1355.0,1396.0
Uttar Pradesh,Ballia,Vilthararoad,Apple,Apple,Medium,23/07/2025,8410.0,8173.0,9228.0
Uttar Pradesh,Ballia,Vilthararoad,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,23/07/2025,12386.0,12529.0,12451.0
Uttar Pradesh,Ballia,Vilthararoad,Wheat,Dara,Non-FAQ,23/07/2025,2668.0,2577.0,2796.0
Uttar Pradesh,Balrampur,Tulsipur,Bottle gourd,Bottle Gourd,FAQ,23/07/2025,2448.0,2522.0,2541.0
Uttar Pradesh,Balrampur,Tulsipur,Paddy(Dhan)(Common),Common,FAQ,23/07/2025,2142.0,1941.0,2039.0
Uttar Pradesh,Balrampur,Tulsipur,Pumpkin,Pumpkin,FAQ,23/07/2025,1320.0,1450.0,1503.0
Uttar Pradesh,Balrampur,Tulsipur,Tomato,Deshi,FAQ,23/07/2025,3206.0,2945.0,3039.0
Uttar Pradesh,Balrampur,Tulsipur,Wheat,Dara,FAQ,23/07/2025,2469.0,2550.0,2415.0
Uttar Pradesh,Banda,Banda,Apple,Kasmir/Shimla - II,Medium,23/07/2025,10899.0,11239.0,11509.0
Uttar Pradesh,Banda,Banda,Bottle gourd,Bottle Gourd,FAQ,23/07/2025,1462.0,1866.0,1543.0
Uttar Pradesh,Banda,Banda,Colacasia,Colacasia,FAQ,23/07/2025,1526.0,1848.0,1559.0
Uttar Pradesh,Banda,Banda,Garlic,Garlic,FAQ,23/07/2025,6335.0,6445.0,6855.0
Uttar Pradesh,Banda,Banda,Pomegranate,Pomogranate,Medium,23/07/2025,7051.0,6632.0,6851.0
Uttar Pradesh,Banda,Banda,Potato,Desi,FAQ,23/07/2025,1017.0,1181.0,1215.0
Uttar Pradesh,Banda,Banda,Wheat,Dara,FAQ,23/07/2025,2333.0,2622.0,2270.0
Uttar Pradesh,Barabanki,Barabanki,Banana - Green,Banana - Green,FAQ,23/07/2025,1632.0,1821.0,1758.0
Uttar Pradesh,Barabanki,Barabanki,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,23/07/2025,6527.0,7133.0,6954.0
Uttar Pradesh,Barabanki,Barabanki,Bhindi(Ladies Finger),Bhindi,FAQ,23/07/2025,1661.0,1714.0,1717.0
Uttar Pradesh,Barabanki,Barabanki,Jack Fruit,Jack Fruit,Medium,23/07/2025,1448.0,1575.0,1662.0
Uttar Pradesh,Barabanki,Barabanki,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,23/07/2025,2701.0,3005.0,2997.0
Uttar Pradesh,Barabanki,Barabanki,Pumpkin,Pumpkin,FAQ,23/07/2025,1427.0,1637.0,1525.0
Uttar Pradesh,Barabanki,Barabanki,Tomato,Deshi,FAQ,23/07/2025,3292.0,3006.0,2983.0
Uttar Pradesh,Bareilly,Anwala,Potato,Desi,FAQ,23/07/2025,805.0,1037.0,955.0
Uttar Pradesh,Bareilly,Anwala,Pumpkin,Pumpkin,FAQ,23/07/2025,875.0,1236.0,956.0
Uttar Pradesh,Bareilly,Bareilly,Bottle gourd,Bottle Gourd,FAQ,23/07/2025,1372.0,1229.0,1385.0
Uttar Pradesh,Bareilly,Bareilly,Lentil (Masur)(Whole),Masoor Gola,Non-FAQ,23/07/2025,7219.0,7159.0,7375.0
Uttar Pradesh,Bareilly,Bareilly,Mustard,Sarson(Black),Non-FAQ,23/07/2025,5591.0,5798.0,6199.0
Uttar Pradesh,Bareilly,Bareilly,Onion,Red,Non-FAQ,23/07/2025,1391.0,1371.0,1417.0
Uttar Pradesh,Bareilly,Bareilly,Potato,Potato,Non-FAQ,23/07/2025,988.0,1151.0,986.0
Uttar Pradesh,Bareilly,Bareilly,Pumpkin,Pumpkin,FAQ,23/07/2025,1182.0,1249.0,1313.0
Uttar Pradesh,Basti,Basti,Onion,Red,FAQ,23/07/2025,1376.0,1528.0,1314.0
Uttar Pradesh,Basti,Basti,Paddy(Dhan)(Common),Common,FAQ,23/07/2025,2177.0,2305.0,2070.0
Uttar Pradesh,Basti,Basti,Peas(Dry),Peas(Dry),FAQ,23/07/2025,4567.0,4704.0,4468.0
Uttar Pradesh,Basti,Basti,Rice,III,FAQ,23/07/2025,2904.0,3199.0,3430.0
Uttar Pradesh,Basti,Basti,Wheat,Dara,FAQ,23/07/2025,2352.0,2330.0,2657.0
Uttar Pradesh,Bijnor,Bijnaur,Onion,Red,FAQ,23/07/2025,1388.0,1517.0,1317.0
Uttar Pradesh,Bijnor,Chaandpur,Potato,Desi,FAQ,23/07/2025,1159.0,1173.0,1289.0
Uttar Pradesh,Bijnor,Kiratpur,Bottle gourd,Bottle Gourd,FAQ,23/07/2025,1007.0,1084.0,1045.0
Uttar Pradesh,Bulandshahar,Anoop Shahar,Brinjal,Round/Long,FAQ,23/07/2025,830.0,1318.0,996.0
Uttar Pradesh,Bulandshahar,Anoop Shahar,Onion,Red,FAQ,23/07/2025,1278.0,1499.0,1398.0
Uttar Pradesh,Bulandshahar,Anoop Shahar,Potato,F.A.Q.,FAQ,23/07/2025,724.0,1178.0,950.0
Uttar Pradesh,Bulandshahar,Anoop Shahar,Ridgeguard(Tori),Other,FAQ,23/07/2025,782.0,1314.0,1003.0
Uttar Pradesh,Bulandshahar,Gulavati,Garlic,Desi,FAQ,23/07/2025,5324.0,5162.0,5146.0
Uttar Pradesh,Bulandshahar,Gulavati,Potato,Desi,FAQ,23/07/2025,825.0,1193.0,1024.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Apple,Delicious,Medium,23/07/2025,12898.0,12085.0,12812.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Banana - Green,Banana - Green,FAQ,23/07/2025,1724.0,2021.0,1832.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Bitter gourd,Bitter Gourd,FAQ,23/07/2025,2525.0,2705.0,2252.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Brinjal,Round/Long,FAQ,23/07/2025,1629.0,2069.0,1653.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Maize,Yellow,FAQ,23/07/2025,2105.0,2272.0,2429.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Masur Dal,Masur Dal,FAQ,23/07/2025,7065.0,7515.0,7413.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Rice,III,FAQ,23/07/2025,2885.0,3583.0,3295.0
Uttar Pradesh,Bulandshahar,Jahangirabad,Wheat,Dara,FAQ,23/07/2025,2651.0,2448.0,2286.0
Uttar Pradesh,Bulandshahar,Sikarpur,Bottle gourd,Bottle Gourd,FAQ,23/07/2025,1288.0,1289.0,1323.0
Uttar Pradesh,Bulandshahar,Sikarpur,Cabbage,Cabbage,FAQ,23/07/2025,2752.0,2940.0,2927.0
Uttar Pradesh,Bulandshahar,Sikarpur,Cucumbar(Kheera),Cucumbar,FAQ,23/07/2025,2664.0,3131.0,2761.0
Uttar Pradesh,Bulandshahar,Sikarpur,Tomato,Deshi,FAQ,23/07/2025,2507.0,2254.0,2445.0
Uttar Pradesh,Bulandshahar,Siyana,Apple,Red  Gold,Medium,23/07/2025,6229.0,6730.0,5702.0
Uttar Pradesh,Bulandshahar,Siyana,Cauliflower,Cauliflower,FAQ,23/07/2025,1046.0,1093.0,1047.0
Uttar Pradesh,Bulandshahar,Siyana,Cucumbar(Kheera),Cucumbar,FAQ,23/07/2025,764.0,977.0,815.0
Uttar Pradesh,Bulandshahar,Siyana,Garlic,Average,FAQ,23/07/2025,15097.0,17062.0,17524.0
Uttar Pradesh,Chandauli,Chandoli,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,23/07/2025,7358.0,7052.0,7488.0
Uttar Pradesh,Chandauli,Chandoli,Bitter gourd,Bitter Gourd,FAQ,23/07/2025,2210.0,2398.0,2338.0
Uttar Pradesh,Chandauli,Chandoli,Ginger(Green),Green Ginger,FAQ,23/07/2025,3895.0,3771.0,3701.0
Uttar Pradesh,Chandauli,Chandoli,Gur(Jaggery),Red,FAQ,23/07/2025,4528.0,4221.0,4522.0
Uttar Pradesh,Chandauli,Chandoli,Mustard,Sarson(Black),FAQ,23/07/2025,7148.0,6654.0,7411.0
Uttar Pradesh,Chandauli,Chandoli,Onion,Red,FAQ,23/07/2025,1313.0,1314.0,1316.0
Uttar Pradesh,Chandauli,Chandoli,Rice,III,FAQ,23/07/2025,3363.0,3234.0,3128.0
Uttar Pradesh,Etah,Aliganj,Maize,Hybrid,FAQ,23/07/2025,1837.0,1779.0,1821.0
Uttar Pradesh,Etah,Awagarh,Brinjal,Round/Long,FAQ,23/07/2025,1151.0,1409.0,1332.0
Uttar Pradesh,Etawah,Bharthna,Apple,Delicious,Medium,23/07/2025,12327.0,11976.0,14036.0
Uttar Pradesh,Etawah,Bharthna,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,23/07/2025,9592.0,10205.0,10539.0
Uttar Pradesh,Etawah,Bharthna,Banana,Banana - Ripe,Medium,23/07/2025,2358.0,2933.0,2480.0
Uttar Pradesh,Etawah,Bharthna,Bottle gourd,Bottle Gourd,FAQ,23/07/2025,1125.0,1524.0,1448.0
Uttar Pradesh,Etawah,Bharthna,Garlic,Garlic,FAQ,23/07/2025,4368.0,5489.0,6227.0
Uttar Pradesh,Etawah,Bharthna,Green Gram (Moong)(Whole),Green (Whole),FAQ,23/07/2025,9358.0,8035.0,8865.0
Uttar Pradesh,Etawah,Bharthna,Gur(Jaggery),Red,FAQ,23/07/2025,4154.0,4214.0,4232.0
Uttar Pradesh,Etawah,Bharthna,Maize,Yellow,FAQ,23/07/2025,1826.0,2277.0,1942.0
Uttar Pradesh,Etawah,Bharthna,Mustard Oil,Mustard Oil,FAQ,23/07/2025,14707.0,14155.0,13356.0
Uttar Pradesh,Etawah,Bharthna,Wheat,Dara,FAQ,23/07/2025,2457.0,2612.0,2314.0
Uttar Pradesh,Etawah,Etawah,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,23/07/2025,10906.0,10257.0,9926.0
Uttar Pradesh,Etawah,Etawah,Banana,Banana - Ripe,Medium,23/07/2025,2370.0,2612.0,2511.0
Uttar Pradesh,Etawah,Etawah,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,23/07/2025,9870.0,8880.0,8397.0
Uttar Pradesh,Etawah,Etawah,Cabbage,Cabbage,FAQ,23/07/2025,1864.0,2243.0,2114.0
Uttar Pradesh,Etawah,Etawah,Colacasia,Arabi,FAQ,23/07/2025,1293.0,1734.0,1441.0
Uttar Pradesh,Etawah,Etawah,Garlic,Garlic,FAQ,23/07/2025,5914.0,6122.0,6111.0
Uttar Pradesh,Etawah,Etawah,Pomegranate,Pomogranate,Medium,23/07/2025,5310.0,5489.0,4914.0
Uttar Pradesh,Etawah,Etawah,Tomato,Hybrid,FAQ,23/07/2025,3216.0,3276.0,3402.0
Uttar Pradesh,Farukhabad,Farukhabad,Groundnut,Hybrid,FAQ,23/07/2025,5216.0,4780.0,5510.0
Uttar Pradesh,Farukhabad,Kamlaganj,Onion,Red,FAQ,23/07/2025,1181.0,1262.0,1145.0
Uttar Pradesh,Farukhabad,Kamlaganj,Potato,Desi,FAQ,23/07/2025,766.0,864.0,812.0
Uttar Pradesh,Farukhabad,Kayamganj,Banana,Banana - Ripe,Medium,23/07/2025,3036.0,2709.0,3142.0
Uttar Pradesh,Farukhabad,Kayamganj,Cucumbar(Kheera),Cucumbar,FAQ,23/07/2025,2161.0,2308.0,2021.0
Uttar Pradesh,Farukhabad,Kayamganj,Potato,Desi,FAQ,23/07/2025,783.0,827.0,911.0
Uttar Pradesh,Farukhabad,Kayamganj,Pumpkin,Pumpkin,FAQ,23/07/2025,1329.0,1291.0,1271.0
Uttar Pradesh,Farukhabad,Mohamadabad,Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,23/07/2025,9745.0,10372.0,10319.0
Uttar Pradesh,Farukhabad,Mohamadabad,Potato,Desi,FAQ,23/07/2025,793.0,1025.0,939.0
Uttar Pradesh,Fatehpur,Fatehpur,Bhindi(Ladies Finger),Bhindi,FAQ,23/07/2025,1550.0,1698.0,1701.0
Uttar Pradesh,Fatehpur,Fatehpur,Brinjal,Brinjal,FAQ,23/07/2025,1643.0,1618.0,1744.0
Uttar Pradesh,Fatehpur,Fatehpur,Colacasia,Colacasia,FAQ,23/07/2025,2438.0,2404.0,2195.0
Uttar Pradesh,Fatehpur,Fatehpur,Onion,Red,FAQ,23/07/2025,1239.0,1270.0,1222.0
Uttar Pradesh,Fatehpur,Fatehpur,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,23/07/2025,3071.0,3135.0,2944.0
Uttar Pradesh,Fatehpur,Fatehpur,Potato,Desi,FAQ,23/07/2025,1034.0,1113.0,1080.0
Uttar Pradesh,Fatehpur,Fatehpur,Sponge gourd,Sponge gourd,FAQ,23/07/2025,1566.0,1731.0,1780.0
Uttar Pradesh,Fatehpur,Fatehpur,Wheat,Dara,FAQ,23/07/2025,2229.0,2830.0,2350.0
Uttar Pradesh,Fatehpur,Khaga,Apple,Kasmir/Shimla - II,Medium,23/07/2025,11618.0,12955.0,12993.0
Uttar Pradesh,Fatehpur,Khaga,Bitter gourd,Bitter Gourd,FAQ,23/07/2025,2363.0,2437.0,2370.0
Uttar Pradesh,Fatehpur,Khaga,Bottle gourd,Bottle Gourd,FAQ,23/07/2025,1401.0,1637.0,1518.0
Uttar Pradesh,Fatehpur,Khaga,Cucumbar(Kheera),Cucumbar,FAQ,23/07/2025,1772.0,1799.0,1856.0
Uttar Pradesh,Fatehpur,Khaga,Wheat,Dara,FAQ,23/07/2025,2755.0,2401.0,2589.0
Uttar Pradesh,Firozabad,Shikohabad,Potato,Potato,FAQ,23/07/2025,726.0,657.0,740.0
Uttar Pradesh,Firozabad,Sirsaganj,Onion,Red,FAQ,23/07/2025,1052.0,1242.0,1199.0
Uttar Pradesh,Firozabad,Tundla,Bhindi(Ladies Finger),Bhindi,FAQ,23/07/2025,1683.0,1585.0,1706.0
Uttar Pradesh,Firozabad,Tundla,Bitter gourd,Bitter Gourd,FAQ,23/07/2025,2207.0,2037.0,2197.0
